fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,año,mes,dia_mes,dia_semana,dia_semana_num,trimestre,semana_ano,num_dias_mes,es_fin_semana,es_festivo,es_Black_Friday,es_Cyber_Monday,es_Navidad,es_Ano_Nuevo,es_Verano,es_puente,dias_hasta_fin_mes,dias_hasta_fin_trimestre,dias_hasta_fin_ano,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,unidades_vendidas_ma7,descuento_porcentaje,precio_competencia,ratio_precio,nombre_h,categoria_h,subcategoria_h,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Outdoor,categoria_h_Running,categoria_h_Running,categoria_h_Wellness,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail,subcategoria_h_Zapatillas Trail
2025-11-03,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.72,,2025,11,3,Monday,0,4,45,30,0,0,0,0,0,0,0,0,27,58,58,,,4.0,3.0,1.0,6.0,2.0,3.2,-0.40000000000000163,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-04,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.1,,2025,11,4,Tuesday,1,4,45,30,0,0,0,0,0,0,0,0,26,57,57,,,,4.0,3.0,1.0,6.0,3.5,0.14285714285713474,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-05,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.57,,2025,11,5,Wednesday,2,4,45,30,0,0,0,0,0,0,0,0,25,56,56,,,,,4.0,3.0,1.0,2.6666666666666665,-0.6142857142857241,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-06,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,68.99,,2025,11,6,Thursday,3,4,45,30,0,0,0,0,0,0,0,0,24,55,55,,,,,,4.0,3.0,3.5,-1.4428571428571502,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-07,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.77,,2025,11,7,Friday,4,4,45,30,0,0,0,0,0,0,0,0,23,54,54,,,,,,,4.0,4.0,-0.3285714285714343,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-08,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,68.64,,2025,11,8,Saturday,5,4,45,30,1,0,0,0,0,0,0,0,22,53,53,,,,,,,,,-1.942857142857142,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-09,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.29,,2025,11,9,Sunday,6,4,45,30,1,0,0,0,0,0,0,0,21,52,52,,,,,,,,,1.8428571428571516,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-10,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,68.79,,2025,11,10,Monday,0,4,46,30,0,0,0,0,0,0,0,0,20,51,51,,,,,,,,,-1.7285714285714195,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-11,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.11,,2025,11,11,Tuesday,1,4,46,30,0,0,0,0,0,0,0,0,19,50,50,,,,,,,,,1.5857142857142847,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-12,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.18,,2025,11,12,Wednesday,2,4,46,30,0,0,0,0,0,0,0,0,18,49,49,,,,,,,,,0.2571428571428669,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-13,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.83,,2025,11,13,Thursday,3,4,46,30,0,0,0,0,0,0,0,0,17,48,48,,,,,,,,,-0.2428571428571453,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-14,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.01,,2025,11,14,Friday,4,4,46,30,0,0,0,0,0,0,0,0,16,47,47,,,,,,,,,1.4428571428571502,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-15,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.36,,2025,11,15,Saturday,5,4,46,30,1,0,0,0,0,0,0,0,15,46,46,,,,,,,,,-0.914285714285715,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-16,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,68.68,,2025,11,16,Sunday,6,4,46,30,1,0,0,0,0,0,0,0,14,45,45,,,,,,,,,-1.885714285714276,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-17,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.48,,2025,11,17,Monday,0,4,47,30,0,0,0,0,0,0,0,0,13,44,44,,,,,,,,,0.6857142857142914,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-18,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,68.88,,2025,11,18,Tuesday,1,4,47,30,0,0,0,0,0,0,0,0,12,43,43,,,,,,,,,-1.6000000000000065,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-19,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.0,,2025,11,19,Wednesday,2,4,47,30,0,0,0,0,0,0,0,0,11,42,42,,,,,,,,,1.4285714285714286,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-20,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.42,,2025,11,20,Thursday,3,4,47,30,0,0,0,0,0,0,0,0,10,41,41,,,,,,,,,-0.8285714285714261,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-21,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.1,,2025,11,21,Friday,4,4,47,30,0,0,0,0,0,0,0,0,9,40,40,,,,,,,,,1.5714285714285632,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-22,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.25,,2025,11,22,Saturday,5,4,47,30,1,0,0,0,0,0,0,0,8,39,39,,,,,,,,,0.35714285714285715,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-23,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.75,,2025,11,23,Sunday,6,4,47,30,1,0,0,0,0,0,0,0,7,38,38,,,,,,,,,-0.35714285714285715,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-24,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.74,,2025,11,24,Monday,0,4,48,30,0,0,0,0,0,0,0,0,6,37,37,,,,,,,,,1.0571428571428498,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-25,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.84,,2025,11,25,Tuesday,1,4,48,30,0,0,0,0,0,0,0,0,5,36,36,,,,,,,,,1.2000000000000048,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-26,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.37,,2025,11,26,Wednesday,2,4,48,30,0,0,0,0,0,0,0,0,4,35,35,,,,,,,,,0.5285714285714351,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-27,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.94,,2025,11,27,Thursday,3,4,48,30,0,0,0,0,0,0,0,0,3,34,34,,,,,,,,,1.3428571428571396,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-28,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,59.5,,2025,11,28,Friday,4,4,48,30,0,0,1,0,0,0,0,0,2,33,33,,,,,,,,,-15.0,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-29,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.92,,2025,11,29,Saturday,5,4,48,30,1,0,0,0,0,0,0,0,1,32,32,,,,,,,,,1.3142857142857167,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-30,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.28,,2025,11,30,Sunday,6,4,48,30,1,0,0,0,0,0,0,0,0,31,31,,,,,,,,,0.40000000000000163,,,Puma Velocity Nitro 2,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-01,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.41,,2025,11,1,Saturday,5,4,44,30,1,1,0,0,0,0,0,0,29,60,60,3.0,2.0,1.0,8.0,1.0,2.0,5.0,3.142857142857143,-0.907692307692313,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-02,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,63.94,,2025,11,2,Sunday,6,4,44,30,1,0,0,0,0,0,0,0,28,59,59,,3.0,2.0,1.0,8.0,1.0,2.0,2.8333333333333335,-1.6307692307692343,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-03,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.97,,2025,11,3,Monday,0,4,45,30,0,0,0,0,0,0,0,0,27,58,58,,,3.0,2.0,1.0,8.0,1.0,3.0,1.4923076923076906,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-04,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.41,,2025,11,4,Tuesday,1,4,45,30,0,0,0,0,0,0,0,0,26,57,57,,,,3.0,2.0,1.0,8.0,3.5,0.6307692307692255,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-05,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.28,,2025,11,5,Wednesday,2,4,45,30,0,0,0,0,0,0,0,0,25,56,56,,,,,3.0,2.0,1.0,2.0,-1.107692307692306,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-06,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,63.79,,2025,11,6,Thursday,3,4,45,30,0,0,0,0,0,0,0,0,24,55,55,,,,,,3.0,2.0,2.5,-1.8615384615384627,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-07,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.94,,2025,11,7,Friday,4,4,45,30,0,0,0,0,0,0,0,0,23,54,54,,,,,,,3.0,3.0,1.4461538461538426,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-08,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.86,,2025,11,8,Saturday,5,4,45,30,1,0,0,0,0,0,0,0,22,53,53,,,,,,,,,1.3230769230769222,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-09,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,63.9,,2025,11,9,Sunday,6,4,45,30,1,0,0,0,0,0,0,0,21,52,52,,,,,,,,,-1.6923076923076943,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-10,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.58,,2025,11,10,Monday,0,4,46,30,0,0,0,0,0,0,0,0,20,51,51,,,,,,,,,0.8923076923076897,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-11,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.53,,2025,11,11,Tuesday,1,4,46,30,0,0,0,0,0,0,0,0,19,50,50,,,,,,,,,-0.7230769230769213,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-12,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.3,,2025,11,12,Wednesday,2,4,46,30,0,0,0,0,0,0,0,0,18,49,49,,,,,,,,,0.4615384615384572,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-13,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.95,,2025,11,13,Thursday,3,4,46,30,0,0,0,0,0,0,0,0,17,48,48,,,,,,,,,-0.07692307692307256,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-14,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,66.26,,2025,11,14,Friday,4,4,46,30,0,0,0,0,0,0,0,0,16,47,47,,,,,,,,,1.9384615384615462,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-15,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.32,,2025,11,15,Saturday,5,4,46,30,1,0,0,0,0,0,0,0,15,46,46,,,,,,,,,-1.0461538461538566,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
2025-11-16,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.45,,2025,11,16,Sunday,6,4,46,30,1,0,0,0,0,0,0,0,14,45,45,,,,,,,,,-0.8461538461538418,,,Reebok Floatride Energy 5,Running,Zapatillas Running,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0
